dataset_index,trajectory_id,regime,trajectory_index,timestep,noise_seed,gamma,noise_sigma,reference_gamma,spatial_points,information_dimension,split
5569,heavy_dissipation_016,heavy_dissipation,16,25,150056,0.35,0.15,0.0,128,6,validation
5570,heavy_dissipation_016,heavy_dissipation,16,26,150056,0.35,0.15,0.0,128,6,validation
5571,heavy_dissipation_016,heavy_dissipation,16,27,150056,0.35,0.15,0.0,128,6,validation
5572,heavy_dissipation_016,heavy_dissipation,16,28,150056,0.35,0.15,0.0,128,6,validation
5573,heavy_dissipation_016,heavy_dissipation,16,29,150056,0.35,0.15,0.0,128,6,validation
5574,heavy_dissipation_016,heavy_dissipation,16,30,150056,0.35,0.15,0.0,128,6,validation
5575,heavy_dissipation_016,heavy_dissipation,16,31,150056,0.35,0.15,0.0,128,6,validation
5576,heavy_dissipation_016,heavy_dissipation,16,32,150056,0.35,0.15,0.0,128,6,validation
5577,heavy_dissipation_016,heavy_dissipation,16,33,150056,0.35,0.15,0.0,128,6,validation
5578,heavy_dissipation_016,heavy_dissipation,16,34,150056,0.35,0.15,0.0,128,6,validation
5579,heavy_dissipation_016,heavy_dissipation,16,35,150056,0.35,0.15,0.0,128,6,validation
5580,heavy_dissipation_016,heavy_dissipation,16,36,150056,0.35,0.15,0.0,128,6,validation
5581,heavy_dissipation_016,heavy_dissipation,16,37,150056,0.35,0.15,0.0,128,6,validation
5582,heavy_dissipation_016,heavy_dissipation,16,38,150056,0.35,0.15,0.0,128,6,validation
5583,heavy_dissipation_016,heavy_dissipation,16,39,150056,0.35,0.15,0.0,128,6,validation
5584,heavy_dissipation_016,heavy_dissipation,16,40,150056,0.35,0.15,0.0,128,6,validation
5585,heavy_dissipation_016,heavy_dissipation,16,41,150056,0.35,0.15,0.0,128,6,validation
5586,heavy_dissipation_016,heavy_dissipation,16,42,150056,0.35,0.15,0.0,128,6,validation
5587,heavy_dissipation_016,heavy_dissipation,16,43,150056,0.35,0.15,0.0,128,6,validation
5588,heavy_dissipation_016,heavy_dissipation,16,44,150056,0.35,0.15,0.0,128,6,validation
5589,heavy_dissipation_016,heavy_dissipation,16,45,150056,0.35,0.15,0.0,128,6,validation
5590,heavy_dissipation_016,heavy_dissipation,16,46,150056,0.35,0.15,0.0,128,6,validation
5591,heavy_dissipation_016,heavy_dissipation,16,47,150056,0.35,0.15,0.0,128,6,validation
5592,heavy_dissipation_016,heavy_dissipation,16,48,150056,0.35,0.15,0.0,128,6,validation
5593,heavy_dissipation_016,heavy_dissipation,16,49,150056,0.35,0.15,0.0,128,6,validation
5594,heavy_dissipation_016,heavy_dissipation,16,50,150056,0.35,0.15,0.0,128,6,validation
5595,heavy_dissipation_016,heavy_dissipation,16,51,150056,0.35,0.15,0.0,128,6,validation
5596,heavy_dissipation_016,heavy_dissipation,16,52,150056,0.35,0.15,0.0,128,6,validation
5597,heavy_dissipation_016,heavy_dissipation,16,53,150056,0.35,0.15,0.0,128,6,validation
5598,heavy_dissipation_016,heavy_dissipation,16,54,150056,0.35,0.15,0.0,128,6,validation
5599,heavy_dissipation_016,heavy_dissipation,16,55,150056,0.35,0.15,0.0,128,6,validation
5600,heavy_dissipation_016,heavy_dissipation,16,56,150056,0.35,0.15,0.0,128,6,validation
5601,heavy_dissipation_016,heavy_dissipation,16,57,150056,0.35,0.15,0.0,128,6,validation
5602,heavy_dissipation_016,heavy_dissipation,16,58,150056,0.35,0.15,0.0,128,6,validation
5603,heavy_dissipation_016,heavy_dissipation,16,59,150056,0.35,0.15,0.0,128,6,validation
5604,heavy_dissipation_016,heavy_dissipation,16,60,150056,0.35,0.15,0.0,128,6,validation
5605,heavy_dissipation_016,heavy_dissipation,16,61,150056,0.35,0.15,0.0,128,6,validation
5606,heavy_dissipation_016,heavy_dissipation,16,62,150056,0.35,0.15,0.0,128,6,validation
5607,heavy_dissipation_016,heavy_dissipation,16,63,150056,0.35,0.15,0.0,128,6,validation
5608,heavy_dissipation_016,heavy_dissipation,16,64,150056,0.35,0.15,0.0,128,6,validation
5609,heavy_dissipation_016,heavy_dissipation,16,65,150056,0.35,0.15,0.0,128,6,validation
5610,heavy_dissipation_016,heavy_dissipation,16,66,150056,0.35,0.15,0.0,128,6,validation
5611,heavy_dissipation_016,heavy_dissipation,16,67,150056,0.35,0.15,0.0,128,6,validation
5612,heavy_dissipation_016,heavy_dissipation,16,68,150056,0.35,0.15,0.0,128,6,validation
5613,heavy_dissipation_016,heavy_dissipation,16,69,150056,0.35,0.15,0.0,128,6,validation
5614,heavy_dissipation_016,heavy_dissipation,16,70,150056,0.35,0.15,0.0,128,6,validation
5615,heavy_dissipation_016,heavy_dissipation,16,71,150056,0.35,0.15,0.0,128,6,validation
5616,heavy_dissipation_016,heavy_dissipation,16,72,150056,0.35,0.15,0.0,128,6,validation
5617,heavy_dissipation_016,heavy_dissipation,16,73,150056,0.35,0.15,0.0,128,6,validation
5618,heavy_dissipation_016,heavy_dissipation,16,74,150056,0.35,0.15,0.0,128,6,validation
5619,heavy_dissipation_016,heavy_dissipation,16,75,150056,0.35,0.15,0.0,128,6,validation
5620,heavy_dissipation_016,heavy_dissipation,16,76,150056,0.35,0.15,0.0,128,6,validation
5621,heavy_dissipation_016,heavy_dissipation,16,77,150056,0.35,0.15,0.0,128,6,validation
5622,heavy_dissipation_016,heavy_dissipation,16,78,150056,0.35,0.15,0.0,128,6,validation
5623,heavy_dissipation_016,heavy_dissipation,16,79,150056,0.35,0.15,0.0,128,6,validation
5624,heavy_dissipation_016,heavy_dissipation,16,80,150056,0.35,0.15,0.0,128,6,validation
5625,heavy_dissipation_016,heavy_dissipation,16,81,150056,0.35,0.15,0.0,128,6,validation
5626,heavy_dissipation_016,heavy_dissipation,16,82,150056,0.35,0.15,0.0,128,6,validation
5627,heavy_dissipation_016,heavy_dissipation,16,83,150056,0.35,0.15,0.0,128,6,validation
5628,heavy_dissipation_016,heavy_dissipation,16,84,150056,0.35,0.15,0.0,128,6,validation
5629,heavy_dissipation_016,heavy_dissipation,16,85,150056,0.35,0.15,0.0,128,6,validation
5630,heavy_dissipation_016,heavy_dissipation,16,86,150056,0.35,0.15,0.0,128,6,validation
5631,heavy_dissipation_016,heavy_dissipation,16,87,150056,0.35,0.15,0.0,128,6,validation
5632,heavy_dissipation_016,heavy_dissipation,16,88,150056,0.35,0.15,0.0,128,6,validation
5633,heavy_dissipation_016,heavy_dissipation,16,89,150056,0.35,0.15,0.0,128,6,validation
5634,heavy_dissipation_016,heavy_dissipation,16,90,150056,0.35,0.15,0.0,128,6,validation
5635,heavy_dissipation_016,heavy_dissipation,16,91,150056,0.35,0.15,0.0,128,6,validation
5636,heavy_dissipation_016,heavy_dissipation,16,92,150056,0.35,0.15,0.0,128,6,validation
5637,heavy_dissipation_016,heavy_dissipation,16,93,150056,0.35,0.15,0.0,128,6,validation
5638,heavy_dissipation_016,heavy_dissipation,16,94,150056,0.35,0.15,0.0,128,6,validation
5639,heavy_dissipation_016,heavy_dissipation,16,95,150056,0.35,0.15,0.0,128,6,validation
5640,heavy_dissipation_016,heavy_dissipation,16,96,150056,0.35,0.15,0.0,128,6,validation
5641,heavy_dissipation_016,heavy_dissipation,16,97,150056,0.35,0.15,0.0,128,6,validation
5642,heavy_dissipation_016,heavy_dissipation,16,98,150056,0.35,0.15,0.0,128,6,validation
5643,heavy_dissipation_017,heavy_dissipation,17,0,150057,0.35,0.15,0.0,128,6,test
5644,heavy_dissipation_017,heavy_dissipation,17,1,150057,0.35,0.15,0.0,128,6,test
5645,heavy_dissipation_017,heavy_dissipation,17,2,150057,0.35,0.15,0.0,128,6,test
5646,heavy_dissipation_017,heavy_dissipation,17,3,150057,0.35,0.15,0.0,128,6,test
5647,heavy_dissipation_017,heavy_dissipation,17,4,150057,0.35,0.15,0.0,128,6,test
5648,heavy_dissipation_017,heavy_dissipation,17,5,150057,0.35,0.15,0.0,128,6,test
5649,heavy_dissipation_017,heavy_dissipation,17,6,150057,0.35,0.15,0.0,128,6,test
5650,heavy_dissipation_017,heavy_dissipation,17,7,150057,0.35,0.15,0.0,128,6,test
5651,heavy_dissipation_017,heavy_dissipation,17,8,150057,0.35,0.15,0.0,128,6,test
5652,heavy_dissipation_017,heavy_dissipation,17,9,150057,0.35,0.15,0.0,128,6,test
5653,heavy_dissipation_017,heavy_dissipation,17,10,150057,0.35,0.15,0.0,128,6,test
5654,heavy_dissipation_017,heavy_dissipation,17,11,150057,0.35,0.15,0.0,128,6,test
5655,heavy_dissipation_017,heavy_dissipation,17,12,150057,0.35,0.15,0.0,128,6,test
5656,heavy_dissipation_017,heavy_dissipation,17,13,150057,0.35,0.15,0.0,128,6,test
5657,heavy_dissipation_017,heavy_dissipation,17,14,150057,0.35,0.15,0.0,128,6,test
5658,heavy_dissipation_017,heavy_dissipation,17,15,150057,0.35,0.15,0.0,128,6,test
5659,heavy_dissipation_017,heavy_dissipation,17,16,150057,0.35,0.15,0.0,128,6,test
5660,heavy_dissipation_017,heavy_dissipation,17,17,150057,0.35,0.15,0.0,128,6,test
5661,heavy_dissipation_017,heavy_dissipation,17,18,150057,0.35,0.15,0.0,128,6,test
5662,heavy_dissipation_017,heavy_dissipation,17,19,150057,0.35,0.15,0.0,128,6,test
5663,heavy_dissipation_017,heavy_dissipation,17,20,150057,0.35,0.15,0.0,128,6,test
5664,heavy_dissipation_017,heavy_dissipation,17,21,150057,0.35,0.15,0.0,128,6,test
5665,heavy_dissipation_017,heavy_dissipation,17,22,150057,0.35,0.15,0.0,128,6,test
5666,heavy_dissipation_017,heavy_dissipation,17,23,150057,0.35,0.15,0.0,128,6,test
5667,heavy_dissipation_017,heavy_dissipation,17,24,150057,0.35,0.15,0.0,128,6,test
5668,heavy_dissipation_017,heavy_dissipation,17,25,150057,0.35,0.15,0.0,128,6,test
5669,heavy_dissipation_017,heavy_dissipation,17,26,150057,0.35,0.15,0.0,128,6,test
5670,heavy_dissipation_017,heavy_dissipation,17,27,150057,0.35,0.15,0.0,128,6,test
5671,heavy_dissipation_017,heavy_dissipation,17,28,150057,0.35,0.15,0.0,128,6,test
5672,heavy_dissipation_017,heavy_dissipation,17,29,150057,0.35,0.15,0.0,128,6,test
5673,heavy_dissipation_017,heavy_dissipation,17,30,150057,0.35,0.15,0.0,128,6,test
5674,heavy_dissipation_017,heavy_dissipation,17,31,150057,0.35,0.15,0.0,128,6,test
5675,heavy_dissipation_017,heavy_dissipation,17,32,150057,0.35,0.15,0.0,128,6,test
5676,heavy_dissipation_017,heavy_dissipation,17,33,150057,0.35,0.15,0.0,128,6,test
5677,heavy_dissipation_017,heavy_dissipation,17,34,150057,0.35,0.15,0.0,128,6,test
5678,heavy_dissipation_017,heavy_dissipation,17,35,150057,0.35,0.15,0.0,128,6,test
5679,heavy_dissipation_017,heavy_dissipation,17,36,150057,0.35,0.15,0.0,128,6,test
5680,heavy_dissipation_017,heavy_dissipation,17,37,150057,0.35,0.15,0.0,128,6,test
5681,heavy_dissipation_017,heavy_dissipation,17,38,150057,0.35,0.15,0.0,128,6,test
5682,heavy_dissipation_017,heavy_dissipation,17,39,150057,0.35,0.15,0.0,128,6,test
5683,heavy_dissipation_017,heavy_dissipation,17,40,150057,0.35,0.15,0.0,128,6,test
5684,heavy_dissipation_017,heavy_dissipation,17,41,150057,0.35,0.15,0.0,128,6,test
5685,heavy_dissipation_017,heavy_dissipation,17,42,150057,0.35,0.15,0.0,128,6,test
5686,heavy_dissipation_017,heavy_dissipation,17,43,150057,0.35,0.15,0.0,128,6,test
5687,heavy_dissipation_017,heavy_dissipation,17,44,150057,0.35,0.15,0.0,128,6,test
5688,heavy_dissipation_017,heavy_dissipation,17,45,150057,0.35,0.15,0.0,128,6,test
5689,heavy_dissipation_017,heavy_dissipation,17,46,150057,0.35,0.15,0.0,128,6,test
5690,heavy_dissipation_017,heavy_dissipation,17,47,150057,0.35,0.15,0.0,128,6,test
5691,heavy_dissipation_017,heavy_dissipation,17,48,150057,0.35,0.15,0.0,128,6,test
5692,heavy_dissipation_017,heavy_dissipation,17,49,150057,0.35,0.15,0.0,128,6,test
5693,heavy_dissipation_017,heavy_dissipation,17,50,150057,0.35,0.15,0.0,128,6,test
5694,heavy_dissipation_017,heavy_dissipation,17,51,150057,0.35,0.15,0.0,128,6,test
5695,heavy_dissipation_017,heavy_dissipation,17,52,150057,0.35,0.15,0.0,128,6,test
5696,heavy_dissipation_017,heavy_dissipation,17,53,150057,0.35,0.15,0.0,128,6,test
5697,heavy_dissipation_017,heavy_dissipation,17,54,150057,0.35,0.15,0.0,128,6,test
5698,heavy_dissipation_017,heavy_dissipation,17,55,150057,0.35,0.15,0.0,128,6,test
5699,heavy_dissipation_017,heavy_dissipation,17,56,150057,0.35,0.15,0.0,128,6,test
5700,heavy_dissipation_017,heavy_dissipation,17,57,150057,0.35,0.15,0.0,128,6,test
5701,heavy_dissipation_017,heavy_dissipation,17,58,150057,0.35,0.15,0.0,128,6,test
5702,heavy_dissipation_017,heavy_dissipation,17,59,150057,0.35,0.15,0.0,128,6,test
5703,heavy_dissipation_017,heavy_dissipation,17,60,150057,0.35,0.15,0.0,128,6,test
5704,heavy_dissipation_017,heavy_dissipation,17,61,150057,0.35,0.15,0.0,128,6,test
5705,heavy_dissipation_017,heavy_dissipation,17,62,150057,0.35,0.15,0.0,128,6,test
5706,heavy_dissipation_017,heavy_dissipation,17,63,150057,0.35,0.15,0.0,128,6,test
5707,heavy_dissipation_017,heavy_dissipation,17,64,150057,0.35,0.15,0.0,128,6,test
5708,heavy_dissipation_017,heavy_dissipation,17,65,150057,0.35,0.15,0.0,128,6,test
5709,heavy_dissipation_017,heavy_dissipation,17,66,150057,0.35,0.15,0.0,128,6,test
5710,heavy_dissipation_017,heavy_dissipation,17,67,150057,0.35,0.15,0.0,128,6,test
5711,heavy_dissipation_017,heavy_dissipation,17,68,150057,0.35,0.15,0.0,128,6,test
5712,heavy_dissipation_017,heavy_dissipation,17,69,150057,0.35,0.15,0.0,128,6,test
5713,heavy_dissipation_017,heavy_dissipation,17,70,150057,0.35,0.15,0.0,128,6,test
5714,heavy_dissipation_017,heavy_dissipation,17,71,150057,0.35,0.15,0.0,128,6,test
5715,heavy_dissipation_017,heavy_dissipation,17,72,150057,0.35,0.15,0.0,128,6,test
5716,heavy_dissipation_017,heavy_dissipation,17,73,150057,0.35,0.15,0.0,128,6,test
5717,heavy_dissipation_017,heavy_dissipation,17,74,150057,0.35,0.15,0.0,128,6,test
5718,heavy_dissipation_017,heavy_dissipation,17,75,150057,0.35,0.15,0.0,128,6,test
5719,heavy_dissipation_017,heavy_dissipation,17,76,150057,0.35,0.15,0.0,128,6,test
5720,heavy_dissipation_017,heavy_dissipation,17,77,150057,0.35,0.15,0.0,128,6,test
5721,heavy_dissipation_017,heavy_dissipation,17,78,150057,0.35,0.15,0.0,128,6,test
5722,heavy_dissipation_017,heavy_dissipation,17,79,150057,0.35,0.15,0.0,128,6,test
5723,heavy_dissipation_017,heavy_dissipation,17,80,150057,0.35,0.15,0.0,128,6,test
5724,heavy_dissipation_017,heavy_dissipation,17,81,150057,0.35,0.15,0.0,128,6,test
5725,heavy_dissipation_017,heavy_dissipation,17,82,150057,0.35,0.15,0.0,128,6,test
5726,heavy_dissipation_017,heavy_dissipation,17,83,150057,0.35,0.15,0.0,128,6,test
5727,heavy_dissipation_017,heavy_dissipation,17,84,150057,0.35,0.15,0.0,128,6,test
5728,heavy_dissipation_017,heavy_dissipation,17,85,150057,0.35,0.15,0.0,128,6,test
5729,heavy_dissipation_017,heavy_dissipation,17,86,150057,0.35,0.15,0.0,128,6,test
5730,heavy_dissipation_017,heavy_dissipation,17,87,150057,0.35,0.15,0.0,128,6,test
5731,heavy_dissipation_017,heavy_dissipation,17,88,150057,0.35,0.15,0.0,128,6,test
5732,heavy_dissipation_017,heavy_dissipation,17,89,150057,0.35,0.15,0.0,128,6,test
5733,heavy_dissipation_017,heavy_dissipation,17,90,150057,0.35,0.15,0.0,128,6,test
5734,heavy_dissipation_017,heavy_dissipation,17,91,150057,0.35,0.15,0.0,128,6,test
5735,heavy_dissipation_017,heavy_dissipation,17,92,150057,0.35,0.15,0.0,128,6,test
5736,heavy_dissipation_017,heavy_dissipation,17,93,150057,0.35,0.15,0.0,128,6,test
5737,heavy_dissipation_017,heavy_dissipation,17,94,150057,0.35,0.15,0.0,128,6,test
5738,heavy_dissipation_017,heavy_dissipation,17,95,150057,0.35,0.15,0.0,128,6,test
5739,heavy_dissipation_017,heavy_dissipation,17,96,150057,0.35,0.15,0.0,128,6,test
5740,heavy_dissipation_017,heavy_dissipation,17,97,150057,0.35,0.15,0.0,128,6,test
5741,heavy_dissipation_017,heavy_dissipation,17,98,150057,0.35,0.15,0.0,128,6,test
5742,heavy_dissipation_018,heavy_dissipation,18,0,150058,0.35,0.15,0.0,128,6,train
5743,heavy_dissipation_018,heavy_dissipation,18,1,150058,0.35,0.15,0.0,128,6,train
5744,heavy_dissipation_018,heavy_dissipation,18,2,150058,0.35,0.15,0.0,128,6,train
5745,heavy_dissipation_018,heavy_dissipation,18,3,150058,0.35,0.15,0.0,128,6,train
5746,heavy_dissipation_018,heavy_dissipation,18,4,150058,0.35,0.15,0.0,128,6,train
5747,heavy_dissipation_018,heavy_dissipation,18,5,150058,0.35,0.15,0.0,128,6,train
5748,heavy_dissipation_018,heavy_dissipation,18,6,150058,0.35,0.15,0.0,128,6,train
5749,heavy_dissipation_018,heavy_dissipation,18,7,150058,0.35,0.15,0.0,128,6,train
5750,heavy_dissipation_018,heavy_dissipation,18,8,150058,0.35,0.15,0.0,128,6,train
5751,heavy_dissipation_018,heavy_dissipation,18,9,150058,0.35,0.15,0.0,128,6,train
5752,heavy_dissipation_018,heavy_dissipation,18,10,150058,0.35,0.15,0.0,128,6,train
5753,heavy_dissipation_018,heavy_dissipation,18,11,150058,0.35,0.15,0.0,128,6,train
5754,heavy_dissipation_018,heavy_dissipation,18,12,150058,0.35,0.15,0.0,128,6,train
5755,heavy_dissipation_018,heavy_dissipation,18,13,150058,0.35,0.15,0.0,128,6,train
5756,heavy_dissipation_018,heavy_dissipation,18,14,150058,0.35,0.15,0.0,128,6,train
5757,heavy_dissipation_018,heavy_dissipation,18,15,150058,0.35,0.15,0.0,128,6,train
5758,heavy_dissipation_018,heavy_dissipation,18,16,150058,0.35,0.15,0.0,128,6,train
5759,heavy_dissipation_018,heavy_dissipation,18,17,150058,0.35,0.15,0.0,128,6,train
5760,heavy_dissipation_018,heavy_dissipation,18,18,150058,0.35,0.15,0.0,128,6,train
5761,heavy_dissipation_018,heavy_dissipation,18,19,150058,0.35,0.15,0.0,128,6,train
5762,heavy_dissipation_018,heavy_dissipation,18,20,150058,0.35,0.15,0.0,128,6,train
5763,heavy_dissipation_018,heavy_dissipation,18,21,150058,0.35,0.15,0.0,128,6,train
5764,heavy_dissipation_018,heavy_dissipation,18,22,150058,0.35,0.15,0.0,128,6,train
5765,heavy_dissipation_018,heavy_dissipation,18,23,150058,0.35,0.15,0.0,128,6,train
5766,heavy_dissipation_018,heavy_dissipation,18,24,150058,0.35,0.15,0.0,128,6,train
5767,heavy_dissipation_018,heavy_dissipation,18,25,150058,0.35,0.15,0.0,128,6,train
5768,heavy_dissipation_018,heavy_dissipation,18,26,150058,0.35,0.15,0.0,128,6,train
5769,heavy_dissipation_018,heavy_dissipation,18,27,150058,0.35,0.15,0.0,128,6,train
5770,heavy_dissipation_018,heavy_dissipation,18,28,150058,0.35,0.15,0.0,128,6,train
5771,heavy_dissipation_018,heavy_dissipation,18,29,150058,0.35,0.15,0.0,128,6,train
5772,heavy_dissipation_018,heavy_dissipation,18,30,150058,0.35,0.15,0.0,128,6,train
5773,heavy_dissipation_018,heavy_dissipation,18,31,150058,0.35,0.15,0.0,128,6,train
5774,heavy_dissipation_018,heavy_dissipation,18,32,150058,0.35,0.15,0.0,128,6,train
5775,heavy_dissipation_018,heavy_dissipation,18,33,150058,0.35,0.15,0.0,128,6,train
5776,heavy_dissipation_018,heavy_dissipation,18,34,150058,0.35,0.15,0.0,128,6,train
5777,heavy_dissipation_018,heavy_dissipation,18,35,150058,0.35,0.15,0.0,128,6,train
5778,heavy_dissipation_018,heavy_dissipation,18,36,150058,0.35,0.15,0.0,128,6,train
5779,heavy_dissipation_018,heavy_dissipation,18,37,150058,0.35,0.15,0.0,128,6,train
5780,heavy_dissipation_018,heavy_dissipation,18,38,150058,0.35,0.15,0.0,128,6,train
5781,heavy_dissipation_018,heavy_dissipation,18,39,150058,0.35,0.15,0.0,128,6,train
5782,heavy_dissipation_018,heavy_dissipation,18,40,150058,0.35,0.15,0.0,128,6,train
5783,heavy_dissipation_018,heavy_dissipation,18,41,150058,0.35,0.15,0.0,128,6,train
5784,heavy_dissipation_018,heavy_dissipation,18,42,150058,0.35,0.15,0.0,128,6,train
5785,heavy_dissipation_018,heavy_dissipation,18,43,150058,0.35,0.15,0.0,128,6,train
5786,heavy_dissipation_018,heavy_dissipation,18,44,150058,0.35,0.15,0.0,128,6,train
5787,heavy_dissipation_018,heavy_dissipation,18,45,150058,0.35,0.15,0.0,128,6,train
5788,heavy_dissipation_018,heavy_dissipation,18,46,150058,0.35,0.15,0.0,128,6,train
5789,heavy_dissipation_018,heavy_dissipation,18,47,150058,0.35,0.15,0.0,128,6,train
5790,heavy_dissipation_018,heavy_dissipation,18,48,150058,0.35,0.15,0.0,128,6,train
5791,heavy_dissipation_018,heavy_dissipation,18,49,150058,0.35,0.15,0.0,128,6,train
5792,heavy_dissipation_018,heavy_dissipation,18,50,150058,0.35,0.15,0.0,128,6,train
5793,heavy_dissipation_018,heavy_dissipation,18,51,150058,0.35,0.15,0.0,128,6,train
5794,heavy_dissipation_018,heavy_dissipation,18,52,150058,0.35,0.15,0.0,128,6,train
5795,heavy_dissipation_018,heavy_dissipation,18,53,150058,0.35,0.15,0.0,128,6,train
5796,heavy_dissipation_018,heavy_dissipation,18,54,150058,0.35,0.15,0.0,128,6,train
5797,heavy_dissipation_018,heavy_dissipation,18,55,150058,0.35,0.15,0.0,128,6,train
5798,heavy_dissipation_018,heavy_dissipation,18,56,150058,0.35,0.15,0.0,128,6,train
5799,heavy_dissipation_018,heavy_dissipation,18,57,150058,0.35,0.15,0.0,128,6,train
5800,heavy_dissipation_018,heavy_dissipation,18,58,150058,0.35,0.15,0.0,128,6,train
5801,heavy_dissipation_018,heavy_dissipation,18,59,150058,0.35,0.15,0.0,128,6,train
5802,heavy_dissipation_018,heavy_dissipation,18,60,150058,0.35,0.15,0.0,128,6,train
5803,heavy_dissipation_018,heavy_dissipation,18,61,150058,0.35,0.15,0.0,128,6,train
5804,heavy_dissipation_018,heavy_dissipation,18,62,150058,0.35,0.15,0.0,128,6,train
5805,heavy_dissipation_018,heavy_dissipation,18,63,150058,0.35,0.15,0.0,128,6,train
5806,heavy_dissipation_018,heavy_dissipation,18,64,150058,0.35,0.15,0.0,128,6,train
5807,heavy_dissipation_018,heavy_dissipation,18,65,150058,0.35,0.15,0.0,128,6,train
5808,heavy_dissipation_018,heavy_dissipation,18,66,150058,0.35,0.15,0.0,128,6,train
5809,heavy_dissipation_018,heavy_dissipation,18,67,150058,0.35,0.15,0.0,128,6,train
5810,heavy_dissipation_018,heavy_dissipation,18,68,150058,0.35,0.15,0.0,128,6,train
5811,heavy_dissipation_018,heavy_dissipation,18,69,150058,0.35,0.15,0.0,128,6,train
5812,heavy_dissipation_018,heavy_dissipation,18,70,150058,0.35,0.15,0.0,128,6,train
5813,heavy_dissipation_018,heavy_dissipation,18,71,150058,0.35,0.15,0.0,128,6,train
5814,heavy_dissipation_018,heavy_dissipation,18,72,150058,0.35,0.15,0.0,128,6,train
5815,heavy_dissipation_018,heavy_dissipation,18,73,150058,0.35,0.15,0.0,128,6,train
5816,heavy_dissipation_018,heavy_dissipation,18,74,150058,0.35,0.15,0.0,128,6,train
5817,heavy_dissipation_018,heavy_dissipation,18,75,150058,0.35,0.15,0.0,128,6,train
5818,heavy_dissipation_018,heavy_dissipation,18,76,150058,0.35,0.15,0.0,128,6,train
5819,heavy_dissipation_018,heavy_dissipation,18,77,150058,0.35,0.15,0.0,128,6,train
5820,heavy_dissipation_018,heavy_dissipation,18,78,150058,0.35,0.15,0.0,128,6,train
5821,heavy_dissipation_018,heavy_dissipation,18,79,150058,0.35,0.15,0.0,128,6,train
5822,heavy_dissipation_018,heavy_dissipation,18,80,150058,0.35,0.15,0.0,128,6,train
5823,heavy_dissipation_018,heavy_dissipation,18,81,150058,0.35,0.15,0.0,128,6,train
5824,heavy_dissipation_018,heavy_dissipation,18,82,150058,0.35,0.15,0.0,128,6,train
5825,heavy_dissipation_018,heavy_dissipation,18,83,150058,0.35,0.15,0.0,128,6,train
5826,heavy_dissipation_018,heavy_dissipation,18,84,150058,0.35,0.15,0.0,128,6,train
5827,heavy_dissipation_018,heavy_dissipation,18,85,150058,0.35,0.15,0.0,128,6,train
5828,heavy_dissipation_018,heavy_dissipation,18,86,150058,0.35,0.15,0.0,128,6,train
5829,heavy_dissipation_018,heavy_dissipation,18,87,150058,0.35,0.15,0.0,128,6,train
5830,heavy_dissipation_018,heavy_dissipation,18,88,150058,0.35,0.15,0.0,128,6,train
5831,heavy_dissipation_018,heavy_dissipation,18,89,150058,0.35,0.15,0.0,128,6,train
5832,heavy_dissipation_018,heavy_dissipation,18,90,150058,0.35,0.15,0.0,128,6,train
5833,heavy_dissipation_018,heavy_dissipation,18,91,150058,0.35,0.15,0.0,128,6,train
5834,heavy_dissipation_018,heavy_dissipation,18,92,150058,0.35,0.15,0.0,128,6,train
5835,heavy_dissipation_018,heavy_dissipation,18,93,150058,0.35,0.15,0.0,128,6,train
5836,heavy_dissipation_018,heavy_dissipation,18,94,150058,0.35,0.15,0.0,128,6,train
5837,heavy_dissipation_018,heavy_dissipation,18,95,150058,0.35,0.15,0.0,128,6,train
5838,heavy_dissipation_018,heavy_dissipation,18,96,150058,0.35,0.15,0.0,128,6,train
5839,heavy_dissipation_018,heavy_dissipation,18,97,150058,0.35,0.15,0.0,128,6,train
5840,heavy_dissipation_018,heavy_dissipation,18,98,150058,0.35,0.15,0.0,128,6,train
5841,heavy_dissipation_019,heavy_dissipation,19,0,150059,0.35,0.15,0.0,128,6,validation
5842,heavy_dissipation_019,heavy_dissipation,19,1,150059,0.35,0.15,0.0,128,6,validation
5843,heavy_dissipation_019,heavy_dissipation,19,2,150059,0.35,0.15,0.0,128,6,validation
5844,heavy_dissipation_019,heavy_dissipation,19,3,150059,0.35,0.15,0.0,128,6,validation
5845,heavy_dissipation_019,heavy_dissipation,19,4,150059,0.35,0.15,0.0,128,6,validation
5846,heavy_dissipation_019,heavy_dissipation,19,5,150059,0.35,0.15,0.0,128,6,validation
5847,heavy_dissipation_019,heavy_dissipation,19,6,150059,0.35,0.15,0.0,128,6,validation
5848,heavy_dissipation_019,heavy_dissipation,19,7,150059,0.35,0.15,0.0,128,6,validation
5849,heavy_dissipation_019,heavy_dissipation,19,8,150059,0.35,0.15,0.0,128,6,validation
5850,heavy_dissipation_019,heavy_dissipation,19,9,150059,0.35,0.15,0.0,128,6,validation
5851,heavy_dissipation_019,heavy_dissipation,19,10,150059,0.35,0.15,0.0,128,6,validation
5852,heavy_dissipation_019,heavy_dissipation,19,11,150059,0.35,0.15,0.0,128,6,validation
5853,heavy_dissipation_019,heavy_dissipation,19,12,150059,0.35,0.15,0.0,128,6,validation
5854,heavy_dissipation_019,heavy_dissipation,19,13,150059,0.35,0.15,0.0,128,6,validation
5855,heavy_dissipation_019,heavy_dissipation,19,14,150059,0.35,0.15,0.0,128,6,validation
5856,heavy_dissipation_019,heavy_dissipation,19,15,150059,0.35,0.15,0.0,128,6,validation
