dataset_index,trajectory_id,regime,trajectory_index,timestep,noise_seed,gamma,noise_sigma,reference_gamma,spatial_points,information_dimension
4116,heavy_dissipation_001,heavy_dissipation,1,57,150041,0.35,0.15,0.0,128,6
4117,heavy_dissipation_001,heavy_dissipation,1,58,150041,0.35,0.15,0.0,128,6
4118,heavy_dissipation_001,heavy_dissipation,1,59,150041,0.35,0.15,0.0,128,6
4119,heavy_dissipation_001,heavy_dissipation,1,60,150041,0.35,0.15,0.0,128,6
4120,heavy_dissipation_001,heavy_dissipation,1,61,150041,0.35,0.15,0.0,128,6
4121,heavy_dissipation_001,heavy_dissipation,1,62,150041,0.35,0.15,0.0,128,6
4122,heavy_dissipation_001,heavy_dissipation,1,63,150041,0.35,0.15,0.0,128,6
4123,heavy_dissipation_001,heavy_dissipation,1,64,150041,0.35,0.15,0.0,128,6
4124,heavy_dissipation_001,heavy_dissipation,1,65,150041,0.35,0.15,0.0,128,6
4125,heavy_dissipation_001,heavy_dissipation,1,66,150041,0.35,0.15,0.0,128,6
4126,heavy_dissipation_001,heavy_dissipation,1,67,150041,0.35,0.15,0.0,128,6
4127,heavy_dissipation_001,heavy_dissipation,1,68,150041,0.35,0.15,0.0,128,6
4128,heavy_dissipation_001,heavy_dissipation,1,69,150041,0.35,0.15,0.0,128,6
4129,heavy_dissipation_001,heavy_dissipation,1,70,150041,0.35,0.15,0.0,128,6
4130,heavy_dissipation_001,heavy_dissipation,1,71,150041,0.35,0.15,0.0,128,6
4131,heavy_dissipation_001,heavy_dissipation,1,72,150041,0.35,0.15,0.0,128,6
4132,heavy_dissipation_001,heavy_dissipation,1,73,150041,0.35,0.15,0.0,128,6
4133,heavy_dissipation_001,heavy_dissipation,1,74,150041,0.35,0.15,0.0,128,6
4134,heavy_dissipation_001,heavy_dissipation,1,75,150041,0.35,0.15,0.0,128,6
4135,heavy_dissipation_001,heavy_dissipation,1,76,150041,0.35,0.15,0.0,128,6
4136,heavy_dissipation_001,heavy_dissipation,1,77,150041,0.35,0.15,0.0,128,6
4137,heavy_dissipation_001,heavy_dissipation,1,78,150041,0.35,0.15,0.0,128,6
4138,heavy_dissipation_001,heavy_dissipation,1,79,150041,0.35,0.15,0.0,128,6
4139,heavy_dissipation_001,heavy_dissipation,1,80,150041,0.35,0.15,0.0,128,6
4140,heavy_dissipation_001,heavy_dissipation,1,81,150041,0.35,0.15,0.0,128,6
4141,heavy_dissipation_001,heavy_dissipation,1,82,150041,0.35,0.15,0.0,128,6
4142,heavy_dissipation_001,heavy_dissipation,1,83,150041,0.35,0.15,0.0,128,6
4143,heavy_dissipation_001,heavy_dissipation,1,84,150041,0.35,0.15,0.0,128,6
4144,heavy_dissipation_001,heavy_dissipation,1,85,150041,0.35,0.15,0.0,128,6
4145,heavy_dissipation_001,heavy_dissipation,1,86,150041,0.35,0.15,0.0,128,6
4146,heavy_dissipation_001,heavy_dissipation,1,87,150041,0.35,0.15,0.0,128,6
4147,heavy_dissipation_001,heavy_dissipation,1,88,150041,0.35,0.15,0.0,128,6
4148,heavy_dissipation_001,heavy_dissipation,1,89,150041,0.35,0.15,0.0,128,6
4149,heavy_dissipation_001,heavy_dissipation,1,90,150041,0.35,0.15,0.0,128,6
4150,heavy_dissipation_001,heavy_dissipation,1,91,150041,0.35,0.15,0.0,128,6
4151,heavy_dissipation_001,heavy_dissipation,1,92,150041,0.35,0.15,0.0,128,6
4152,heavy_dissipation_001,heavy_dissipation,1,93,150041,0.35,0.15,0.0,128,6
4153,heavy_dissipation_001,heavy_dissipation,1,94,150041,0.35,0.15,0.0,128,6
4154,heavy_dissipation_001,heavy_dissipation,1,95,150041,0.35,0.15,0.0,128,6
4155,heavy_dissipation_001,heavy_dissipation,1,96,150041,0.35,0.15,0.0,128,6
4156,heavy_dissipation_001,heavy_dissipation,1,97,150041,0.35,0.15,0.0,128,6
4157,heavy_dissipation_001,heavy_dissipation,1,98,150041,0.35,0.15,0.0,128,6
4158,heavy_dissipation_002,heavy_dissipation,2,0,150042,0.35,0.15,0.0,128,6
4159,heavy_dissipation_002,heavy_dissipation,2,1,150042,0.35,0.15,0.0,128,6
4160,heavy_dissipation_002,heavy_dissipation,2,2,150042,0.35,0.15,0.0,128,6
4161,heavy_dissipation_002,heavy_dissipation,2,3,150042,0.35,0.15,0.0,128,6
4162,heavy_dissipation_002,heavy_dissipation,2,4,150042,0.35,0.15,0.0,128,6
4163,heavy_dissipation_002,heavy_dissipation,2,5,150042,0.35,0.15,0.0,128,6
4164,heavy_dissipation_002,heavy_dissipation,2,6,150042,0.35,0.15,0.0,128,6
4165,heavy_dissipation_002,heavy_dissipation,2,7,150042,0.35,0.15,0.0,128,6
4166,heavy_dissipation_002,heavy_dissipation,2,8,150042,0.35,0.15,0.0,128,6
4167,heavy_dissipation_002,heavy_dissipation,2,9,150042,0.35,0.15,0.0,128,6
4168,heavy_dissipation_002,heavy_dissipation,2,10,150042,0.35,0.15,0.0,128,6
4169,heavy_dissipation_002,heavy_dissipation,2,11,150042,0.35,0.15,0.0,128,6
4170,heavy_dissipation_002,heavy_dissipation,2,12,150042,0.35,0.15,0.0,128,6
4171,heavy_dissipation_002,heavy_dissipation,2,13,150042,0.35,0.15,0.0,128,6
4172,heavy_dissipation_002,heavy_dissipation,2,14,150042,0.35,0.15,0.0,128,6
4173,heavy_dissipation_002,heavy_dissipation,2,15,150042,0.35,0.15,0.0,128,6
4174,heavy_dissipation_002,heavy_dissipation,2,16,150042,0.35,0.15,0.0,128,6
4175,heavy_dissipation_002,heavy_dissipation,2,17,150042,0.35,0.15,0.0,128,6
4176,heavy_dissipation_002,heavy_dissipation,2,18,150042,0.35,0.15,0.0,128,6
4177,heavy_dissipation_002,heavy_dissipation,2,19,150042,0.35,0.15,0.0,128,6
4178,heavy_dissipation_002,heavy_dissipation,2,20,150042,0.35,0.15,0.0,128,6
4179,heavy_dissipation_002,heavy_dissipation,2,21,150042,0.35,0.15,0.0,128,6
4180,heavy_dissipation_002,heavy_dissipation,2,22,150042,0.35,0.15,0.0,128,6
4181,heavy_dissipation_002,heavy_dissipation,2,23,150042,0.35,0.15,0.0,128,6
4182,heavy_dissipation_002,heavy_dissipation,2,24,150042,0.35,0.15,0.0,128,6
4183,heavy_dissipation_002,heavy_dissipation,2,25,150042,0.35,0.15,0.0,128,6
4184,heavy_dissipation_002,heavy_dissipation,2,26,150042,0.35,0.15,0.0,128,6
4185,heavy_dissipation_002,heavy_dissipation,2,27,150042,0.35,0.15,0.0,128,6
4186,heavy_dissipation_002,heavy_dissipation,2,28,150042,0.35,0.15,0.0,128,6
4187,heavy_dissipation_002,heavy_dissipation,2,29,150042,0.35,0.15,0.0,128,6
4188,heavy_dissipation_002,heavy_dissipation,2,30,150042,0.35,0.15,0.0,128,6
4189,heavy_dissipation_002,heavy_dissipation,2,31,150042,0.35,0.15,0.0,128,6
4190,heavy_dissipation_002,heavy_dissipation,2,32,150042,0.35,0.15,0.0,128,6
4191,heavy_dissipation_002,heavy_dissipation,2,33,150042,0.35,0.15,0.0,128,6
4192,heavy_dissipation_002,heavy_dissipation,2,34,150042,0.35,0.15,0.0,128,6
4193,heavy_dissipation_002,heavy_dissipation,2,35,150042,0.35,0.15,0.0,128,6
4194,heavy_dissipation_002,heavy_dissipation,2,36,150042,0.35,0.15,0.0,128,6
4195,heavy_dissipation_002,heavy_dissipation,2,37,150042,0.35,0.15,0.0,128,6
4196,heavy_dissipation_002,heavy_dissipation,2,38,150042,0.35,0.15,0.0,128,6
4197,heavy_dissipation_002,heavy_dissipation,2,39,150042,0.35,0.15,0.0,128,6
4198,heavy_dissipation_002,heavy_dissipation,2,40,150042,0.35,0.15,0.0,128,6
4199,heavy_dissipation_002,heavy_dissipation,2,41,150042,0.35,0.15,0.0,128,6
4200,heavy_dissipation_002,heavy_dissipation,2,42,150042,0.35,0.15,0.0,128,6
4201,heavy_dissipation_002,heavy_dissipation,2,43,150042,0.35,0.15,0.0,128,6
4202,heavy_dissipation_002,heavy_dissipation,2,44,150042,0.35,0.15,0.0,128,6
4203,heavy_dissipation_002,heavy_dissipation,2,45,150042,0.35,0.15,0.0,128,6
4204,heavy_dissipation_002,heavy_dissipation,2,46,150042,0.35,0.15,0.0,128,6
4205,heavy_dissipation_002,heavy_dissipation,2,47,150042,0.35,0.15,0.0,128,6
4206,heavy_dissipation_002,heavy_dissipation,2,48,150042,0.35,0.15,0.0,128,6
4207,heavy_dissipation_002,heavy_dissipation,2,49,150042,0.35,0.15,0.0,128,6
4208,heavy_dissipation_002,heavy_dissipation,2,50,150042,0.35,0.15,0.0,128,6
4209,heavy_dissipation_002,heavy_dissipation,2,51,150042,0.35,0.15,0.0,128,6
4210,heavy_dissipation_002,heavy_dissipation,2,52,150042,0.35,0.15,0.0,128,6
4211,heavy_dissipation_002,heavy_dissipation,2,53,150042,0.35,0.15,0.0,128,6
4212,heavy_dissipation_002,heavy_dissipation,2,54,150042,0.35,0.15,0.0,128,6
4213,heavy_dissipation_002,heavy_dissipation,2,55,150042,0.35,0.15,0.0,128,6
4214,heavy_dissipation_002,heavy_dissipation,2,56,150042,0.35,0.15,0.0,128,6
4215,heavy_dissipation_002,heavy_dissipation,2,57,150042,0.35,0.15,0.0,128,6
4216,heavy_dissipation_002,heavy_dissipation,2,58,150042,0.35,0.15,0.0,128,6
4217,heavy_dissipation_002,heavy_dissipation,2,59,150042,0.35,0.15,0.0,128,6
4218,heavy_dissipation_002,heavy_dissipation,2,60,150042,0.35,0.15,0.0,128,6
4219,heavy_dissipation_002,heavy_dissipation,2,61,150042,0.35,0.15,0.0,128,6
4220,heavy_dissipation_002,heavy_dissipation,2,62,150042,0.35,0.15,0.0,128,6
4221,heavy_dissipation_002,heavy_dissipation,2,63,150042,0.35,0.15,0.0,128,6
4222,heavy_dissipation_002,heavy_dissipation,2,64,150042,0.35,0.15,0.0,128,6
4223,heavy_dissipation_002,heavy_dissipation,2,65,150042,0.35,0.15,0.0,128,6
4224,heavy_dissipation_002,heavy_dissipation,2,66,150042,0.35,0.15,0.0,128,6
4225,heavy_dissipation_002,heavy_dissipation,2,67,150042,0.35,0.15,0.0,128,6
4226,heavy_dissipation_002,heavy_dissipation,2,68,150042,0.35,0.15,0.0,128,6
4227,heavy_dissipation_002,heavy_dissipation,2,69,150042,0.35,0.15,0.0,128,6
4228,heavy_dissipation_002,heavy_dissipation,2,70,150042,0.35,0.15,0.0,128,6
4229,heavy_dissipation_002,heavy_dissipation,2,71,150042,0.35,0.15,0.0,128,6
4230,heavy_dissipation_002,heavy_dissipation,2,72,150042,0.35,0.15,0.0,128,6
4231,heavy_dissipation_002,heavy_dissipation,2,73,150042,0.35,0.15,0.0,128,6
4232,heavy_dissipation_002,heavy_dissipation,2,74,150042,0.35,0.15,0.0,128,6
4233,heavy_dissipation_002,heavy_dissipation,2,75,150042,0.35,0.15,0.0,128,6
4234,heavy_dissipation_002,heavy_dissipation,2,76,150042,0.35,0.15,0.0,128,6
4235,heavy_dissipation_002,heavy_dissipation,2,77,150042,0.35,0.15,0.0,128,6
4236,heavy_dissipation_002,heavy_dissipation,2,78,150042,0.35,0.15,0.0,128,6
4237,heavy_dissipation_002,heavy_dissipation,2,79,150042,0.35,0.15,0.0,128,6
4238,heavy_dissipation_002,heavy_dissipation,2,80,150042,0.35,0.15,0.0,128,6
4239,heavy_dissipation_002,heavy_dissipation,2,81,150042,0.35,0.15,0.0,128,6
4240,heavy_dissipation_002,heavy_dissipation,2,82,150042,0.35,0.15,0.0,128,6
4241,heavy_dissipation_002,heavy_dissipation,2,83,150042,0.35,0.15,0.0,128,6
4242,heavy_dissipation_002,heavy_dissipation,2,84,150042,0.35,0.15,0.0,128,6
4243,heavy_dissipation_002,heavy_dissipation,2,85,150042,0.35,0.15,0.0,128,6
4244,heavy_dissipation_002,heavy_dissipation,2,86,150042,0.35,0.15,0.0,128,6
4245,heavy_dissipation_002,heavy_dissipation,2,87,150042,0.35,0.15,0.0,128,6
4246,heavy_dissipation_002,heavy_dissipation,2,88,150042,0.35,0.15,0.0,128,6
4247,heavy_dissipation_002,heavy_dissipation,2,89,150042,0.35,0.15,0.0,128,6
4248,heavy_dissipation_002,heavy_dissipation,2,90,150042,0.35,0.15,0.0,128,6
4249,heavy_dissipation_002,heavy_dissipation,2,91,150042,0.35,0.15,0.0,128,6
4250,heavy_dissipation_002,heavy_dissipation,2,92,150042,0.35,0.15,0.0,128,6
4251,heavy_dissipation_002,heavy_dissipation,2,93,150042,0.35,0.15,0.0,128,6
4252,heavy_dissipation_002,heavy_dissipation,2,94,150042,0.35,0.15,0.0,128,6
4253,heavy_dissipation_002,heavy_dissipation,2,95,150042,0.35,0.15,0.0,128,6
4254,heavy_dissipation_002,heavy_dissipation,2,96,150042,0.35,0.15,0.0,128,6
4255,heavy_dissipation_002,heavy_dissipation,2,97,150042,0.35,0.15,0.0,128,6
4256,heavy_dissipation_002,heavy_dissipation,2,98,150042,0.35,0.15,0.0,128,6
4257,heavy_dissipation_003,heavy_dissipation,3,0,150043,0.35,0.15,0.0,128,6
4258,heavy_dissipation_003,heavy_dissipation,3,1,150043,0.35,0.15,0.0,128,6
4259,heavy_dissipation_003,heavy_dissipation,3,2,150043,0.35,0.15,0.0,128,6
4260,heavy_dissipation_003,heavy_dissipation,3,3,150043,0.35,0.15,0.0,128,6
4261,heavy_dissipation_003,heavy_dissipation,3,4,150043,0.35,0.15,0.0,128,6
4262,heavy_dissipation_003,heavy_dissipation,3,5,150043,0.35,0.15,0.0,128,6
4263,heavy_dissipation_003,heavy_dissipation,3,6,150043,0.35,0.15,0.0,128,6
4264,heavy_dissipation_003,heavy_dissipation,3,7,150043,0.35,0.15,0.0,128,6
4265,heavy_dissipation_003,heavy_dissipation,3,8,150043,0.35,0.15,0.0,128,6
4266,heavy_dissipation_003,heavy_dissipation,3,9,150043,0.35,0.15,0.0,128,6
4267,heavy_dissipation_003,heavy_dissipation,3,10,150043,0.35,0.15,0.0,128,6
4268,heavy_dissipation_003,heavy_dissipation,3,11,150043,0.35,0.15,0.0,128,6
4269,heavy_dissipation_003,heavy_dissipation,3,12,150043,0.35,0.15,0.0,128,6
4270,heavy_dissipation_003,heavy_dissipation,3,13,150043,0.35,0.15,0.0,128,6
4271,heavy_dissipation_003,heavy_dissipation,3,14,150043,0.35,0.15,0.0,128,6
4272,heavy_dissipation_003,heavy_dissipation,3,15,150043,0.35,0.15,0.0,128,6
4273,heavy_dissipation_003,heavy_dissipation,3,16,150043,0.35,0.15,0.0,128,6
4274,heavy_dissipation_003,heavy_dissipation,3,17,150043,0.35,0.15,0.0,128,6
4275,heavy_dissipation_003,heavy_dissipation,3,18,150043,0.35,0.15,0.0,128,6
4276,heavy_dissipation_003,heavy_dissipation,3,19,150043,0.35,0.15,0.0,128,6
4277,heavy_dissipation_003,heavy_dissipation,3,20,150043,0.35,0.15,0.0,128,6
4278,heavy_dissipation_003,heavy_dissipation,3,21,150043,0.35,0.15,0.0,128,6
4279,heavy_dissipation_003,heavy_dissipation,3,22,150043,0.35,0.15,0.0,128,6
4280,heavy_dissipation_003,heavy_dissipation,3,23,150043,0.35,0.15,0.0,128,6
4281,heavy_dissipation_003,heavy_dissipation,3,24,150043,0.35,0.15,0.0,128,6
4282,heavy_dissipation_003,heavy_dissipation,3,25,150043,0.35,0.15,0.0,128,6
4283,heavy_dissipation_003,heavy_dissipation,3,26,150043,0.35,0.15,0.0,128,6
4284,heavy_dissipation_003,heavy_dissipation,3,27,150043,0.35,0.15,0.0,128,6
4285,heavy_dissipation_003,heavy_dissipation,3,28,150043,0.35,0.15,0.0,128,6
4286,heavy_dissipation_003,heavy_dissipation,3,29,150043,0.35,0.15,0.0,128,6
4287,heavy_dissipation_003,heavy_dissipation,3,30,150043,0.35,0.15,0.0,128,6
4288,heavy_dissipation_003,heavy_dissipation,3,31,150043,0.35,0.15,0.0,128,6
4289,heavy_dissipation_003,heavy_dissipation,3,32,150043,0.35,0.15,0.0,128,6
4290,heavy_dissipation_003,heavy_dissipation,3,33,150043,0.35,0.15,0.0,128,6
4291,heavy_dissipation_003,heavy_dissipation,3,34,150043,0.35,0.15,0.0,128,6
4292,heavy_dissipation_003,heavy_dissipation,3,35,150043,0.35,0.15,0.0,128,6
4293,heavy_dissipation_003,heavy_dissipation,3,36,150043,0.35,0.15,0.0,128,6
4294,heavy_dissipation_003,heavy_dissipation,3,37,150043,0.35,0.15,0.0,128,6
4295,heavy_dissipation_003,heavy_dissipation,3,38,150043,0.35,0.15,0.0,128,6
4296,heavy_dissipation_003,heavy_dissipation,3,39,150043,0.35,0.15,0.0,128,6
4297,heavy_dissipation_003,heavy_dissipation,3,40,150043,0.35,0.15,0.0,128,6
4298,heavy_dissipation_003,heavy_dissipation,3,41,150043,0.35,0.15,0.0,128,6
4299,heavy_dissipation_003,heavy_dissipation,3,42,150043,0.35,0.15,0.0,128,6
4300,heavy_dissipation_003,heavy_dissipation,3,43,150043,0.35,0.15,0.0,128,6
4301,heavy_dissipation_003,heavy_dissipation,3,44,150043,0.35,0.15,0.0,128,6
4302,heavy_dissipation_003,heavy_dissipation,3,45,150043,0.35,0.15,0.0,128,6
4303,heavy_dissipation_003,heavy_dissipation,3,46,150043,0.35,0.15,0.0,128,6
4304,heavy_dissipation_003,heavy_dissipation,3,47,150043,0.35,0.15,0.0,128,6
4305,heavy_dissipation_003,heavy_dissipation,3,48,150043,0.35,0.15,0.0,128,6
4306,heavy_dissipation_003,heavy_dissipation,3,49,150043,0.35,0.15,0.0,128,6
4307,heavy_dissipation_003,heavy_dissipation,3,50,150043,0.35,0.15,0.0,128,6
4308,heavy_dissipation_003,heavy_dissipation,3,51,150043,0.35,0.15,0.0,128,6
4309,heavy_dissipation_003,heavy_dissipation,3,52,150043,0.35,0.15,0.0,128,6
4310,heavy_dissipation_003,heavy_dissipation,3,53,150043,0.35,0.15,0.0,128,6
4311,heavy_dissipation_003,heavy_dissipation,3,54,150043,0.35,0.15,0.0,128,6
4312,heavy_dissipation_003,heavy_dissipation,3,55,150043,0.35,0.15,0.0,128,6
4313,heavy_dissipation_003,heavy_dissipation,3,56,150043,0.35,0.15,0.0,128,6
4314,heavy_dissipation_003,heavy_dissipation,3,57,150043,0.35,0.15,0.0,128,6
4315,heavy_dissipation_003,heavy_dissipation,3,58,150043,0.35,0.15,0.0,128,6
4316,heavy_dissipation_003,heavy_dissipation,3,59,150043,0.35,0.15,0.0,128,6
4317,heavy_dissipation_003,heavy_dissipation,3,60,150043,0.35,0.15,0.0,128,6
4318,heavy_dissipation_003,heavy_dissipation,3,61,150043,0.35,0.15,0.0,128,6
4319,heavy_dissipation_003,heavy_dissipation,3,62,150043,0.35,0.15,0.0,128,6
4320,heavy_dissipation_003,heavy_dissipation,3,63,150043,0.35,0.15,0.0,128,6
4321,heavy_dissipation_003,heavy_dissipation,3,64,150043,0.35,0.15,0.0,128,6
4322,heavy_dissipation_003,heavy_dissipation,3,65,150043,0.35,0.15,0.0,128,6
4323,heavy_dissipation_003,heavy_dissipation,3,66,150043,0.35,0.15,0.0,128,6
4324,heavy_dissipation_003,heavy_dissipation,3,67,150043,0.35,0.15,0.0,128,6
4325,heavy_dissipation_003,heavy_dissipation,3,68,150043,0.35,0.15,0.0,128,6
4326,heavy_dissipation_003,heavy_dissipation,3,69,150043,0.35,0.15,0.0,128,6
4327,heavy_dissipation_003,heavy_dissipation,3,70,150043,0.35,0.15,0.0,128,6
4328,heavy_dissipation_003,heavy_dissipation,3,71,150043,0.35,0.15,0.0,128,6
4329,heavy_dissipation_003,heavy_dissipation,3,72,150043,0.35,0.15,0.0,128,6
4330,heavy_dissipation_003,heavy_dissipation,3,73,150043,0.35,0.15,0.0,128,6
4331,heavy_dissipation_003,heavy_dissipation,3,74,150043,0.35,0.15,0.0,128,6
4332,heavy_dissipation_003,heavy_dissipation,3,75,150043,0.35,0.15,0.0,128,6
4333,heavy_dissipation_003,heavy_dissipation,3,76,150043,0.35,0.15,0.0,128,6
4334,heavy_dissipation_003,heavy_dissipation,3,77,150043,0.35,0.15,0.0,128,6
4335,heavy_dissipation_003,heavy_dissipation,3,78,150043,0.35,0.15,0.0,128,6
4336,heavy_dissipation_003,heavy_dissipation,3,79,150043,0.35,0.15,0.0,128,6
4337,heavy_dissipation_003,heavy_dissipation,3,80,150043,0.35,0.15,0.0,128,6
4338,heavy_dissipation_003,heavy_dissipation,3,81,150043,0.35,0.15,0.0,128,6
4339,heavy_dissipation_003,heavy_dissipation,3,82,150043,0.35,0.15,0.0,128,6
4340,heavy_dissipation_003,heavy_dissipation,3,83,150043,0.35,0.15,0.0,128,6
4341,heavy_dissipation_003,heavy_dissipation,3,84,150043,0.35,0.15,0.0,128,6
4342,heavy_dissipation_003,heavy_dissipation,3,85,150043,0.35,0.15,0.0,128,6
4343,heavy_dissipation_003,heavy_dissipation,3,86,150043,0.35,0.15,0.0,128,6
4344,heavy_dissipation_003,heavy_dissipation,3,87,150043,0.35,0.15,0.0,128,6
4345,heavy_dissipation_003,heavy_dissipation,3,88,150043,0.35,0.15,0.0,128,6
4346,heavy_dissipation_003,heavy_dissipation,3,89,150043,0.35,0.15,0.0,128,6
4347,heavy_dissipation_003,heavy_dissipation,3,90,150043,0.35,0.15,0.0,128,6
4348,heavy_dissipation_003,heavy_dissipation,3,91,150043,0.35,0.15,0.0,128,6
4349,heavy_dissipation_003,heavy_dissipation,3,92,150043,0.35,0.15,0.0,128,6
4350,heavy_dissipation_003,heavy_dissipation,3,93,150043,0.35,0.15,0.0,128,6
4351,heavy_dissipation_003,heavy_dissipation,3,94,150043,0.35,0.15,0.0,128,6
4352,heavy_dissipation_003,heavy_dissipation,3,95,150043,0.35,0.15,0.0,128,6
4353,heavy_dissipation_003,heavy_dissipation,3,96,150043,0.35,0.15,0.0,128,6
4354,heavy_dissipation_003,heavy_dissipation,3,97,150043,0.35,0.15,0.0,128,6
4355,heavy_dissipation_003,heavy_dissipation,3,98,150043,0.35,0.15,0.0,128,6
4356,heavy_dissipation_004,heavy_dissipation,4,0,150044,0.35,0.15,0.0,128,6
4357,heavy_dissipation_004,heavy_dissipation,4,1,150044,0.35,0.15,0.0,128,6
4358,heavy_dissipation_004,heavy_dissipation,4,2,150044,0.35,0.15,0.0,128,6
4359,heavy_dissipation_004,heavy_dissipation,4,3,150044,0.35,0.15,0.0,128,6
4360,heavy_dissipation_004,heavy_dissipation,4,4,150044,0.35,0.15,0.0,128,6
4361,heavy_dissipation_004,heavy_dissipation,4,5,150044,0.35,0.15,0.0,128,6
4362,heavy_dissipation_004,heavy_dissipation,4,6,150044,0.35,0.15,0.0,128,6
4363,heavy_dissipation_004,heavy_dissipation,4,7,150044,0.35,0.15,0.0,128,6
4364,heavy_dissipation_004,heavy_dissipation,4,8,150044,0.35,0.15,0.0,128,6
4365,heavy_dissipation_004,heavy_dissipation,4,9,150044,0.35,0.15,0.0,128,6
4366,heavy_dissipation_004,heavy_dissipation,4,10,150044,0.35,0.15,0.0,128,6
4367,heavy_dissipation_004,heavy_dissipation,4,11,150044,0.35,0.15,0.0,128,6
4368,heavy_dissipation_004,heavy_dissipation,4,12,150044,0.35,0.15,0.0,128,6
4369,heavy_dissipation_004,heavy_dissipation,4,13,150044,0.35,0.15,0.0,128,6
4370,heavy_dissipation_004,heavy_dissipation,4,14,150044,0.35,0.15,0.0,128,6
4371,heavy_dissipation_004,heavy_dissipation,4,15,150044,0.35,0.15,0.0,128,6
4372,heavy_dissipation_004,heavy_dissipation,4,16,150044,0.35,0.15,0.0,128,6
4373,heavy_dissipation_004,heavy_dissipation,4,17,150044,0.35,0.15,0.0,128,6
4374,heavy_dissipation_004,heavy_dissipation,4,18,150044,0.35,0.15,0.0,128,6
4375,heavy_dissipation_004,heavy_dissipation,4,19,150044,0.35,0.15,0.0,128,6
4376,heavy_dissipation_004,heavy_dissipation,4,20,150044,0.35,0.15,0.0,128,6
4377,heavy_dissipation_004,heavy_dissipation,4,21,150044,0.35,0.15,0.0,128,6
4378,heavy_dissipation_004,heavy_dissipation,4,22,150044,0.35,0.15,0.0,128,6
4379,heavy_dissipation_004,heavy_dissipation,4,23,150044,0.35,0.15,0.0,128,6
4380,heavy_dissipation_004,heavy_dissipation,4,24,150044,0.35,0.15,0.0,128,6
4381,heavy_dissipation_004,heavy_dissipation,4,25,150044,0.35,0.15,0.0,128,6
4382,heavy_dissipation_004,heavy_dissipation,4,26,150044,0.35,0.15,0.0,128,6
4383,heavy_dissipation_004,heavy_dissipation,4,27,150044,0.35,0.15,0.0,128,6
4384,heavy_dissipation_004,heavy_dissipation,4,28,150044,0.35,0.15,0.0,128,6
4385,heavy_dissipation_004,heavy_dissipation,4,29,150044,0.35,0.15,0.0,128,6
4386,heavy_dissipation_004,heavy_dissipation,4,30,150044,0.35,0.15,0.0,128,6
4387,heavy_dissipation_004,heavy_dissipation,4,31,150044,0.35,0.15,0.0,128,6
4388,heavy_dissipation_004,heavy_dissipation,4,32,150044,0.35,0.15,0.0,128,6
4389,heavy_dissipation_004,heavy_dissipation,4,33,150044,0.35,0.15,0.0,128,6
4390,heavy_dissipation_004,heavy_dissipation,4,34,150044,0.35,0.15,0.0,128,6
4391,heavy_dissipation_004,heavy_dissipation,4,35,150044,0.35,0.15,0.0,128,6
4392,heavy_dissipation_004,heavy_dissipation,4,36,150044,0.35,0.15,0.0,128,6
4393,heavy_dissipation_004,heavy_dissipation,4,37,150044,0.35,0.15,0.0,128,6
4394,heavy_dissipation_004,heavy_dissipation,4,38,150044,0.35,0.15,0.0,128,6
4395,heavy_dissipation_004,heavy_dissipation,4,39,150044,0.35,0.15,0.0,128,6
4396,heavy_dissipation_004,heavy_dissipation,4,40,150044,0.35,0.15,0.0,128,6
4397,heavy_dissipation_004,heavy_dissipation,4,41,150044,0.35,0.15,0.0,128,6
4398,heavy_dissipation_004,heavy_dissipation,4,42,150044,0.35,0.15,0.0,128,6
4399,heavy_dissipation_004,heavy_dissipation,4,43,150044,0.35,0.15,0.0,128,6
4400,heavy_dissipation_004,heavy_dissipation,4,44,150044,0.35,0.15,0.0,128,6
4401,heavy_dissipation_004,heavy_dissipation,4,45,150044,0.35,0.15,0.0,128,6
4402,heavy_dissipation_004,heavy_dissipation,4,46,150044,0.35,0.15,0.0,128,6
4403,heavy_dissipation_004,heavy_dissipation,4,47,150044,0.35,0.15,0.0,128,6
4404,heavy_dissipation_004,heavy_dissipation,4,48,150044,0.35,0.15,0.0,128,6
4405,heavy_dissipation_004,heavy_dissipation,4,49,150044,0.35,0.15,0.0,128,6
4406,heavy_dissipation_004,heavy_dissipation,4,50,150044,0.35,0.15,0.0,128,6
4407,heavy_dissipation_004,heavy_dissipation,4,51,150044,0.35,0.15,0.0,128,6
4408,heavy_dissipation_004,heavy_dissipation,4,52,150044,0.35,0.15,0.0,128,6
4409,heavy_dissipation_004,heavy_dissipation,4,53,150044,0.35,0.15,0.0,128,6
4410,heavy_dissipation_004,heavy_dissipation,4,54,150044,0.35,0.15,0.0,128,6
4411,heavy_dissipation_004,heavy_dissipation,4,55,150044,0.35,0.15,0.0,128,6
4412,heavy_dissipation_004,heavy_dissipation,4,56,150044,0.35,0.15,0.0,128,6
4413,heavy_dissipation_004,heavy_dissipation,4,57,150044,0.35,0.15,0.0,128,6
4414,heavy_dissipation_004,heavy_dissipation,4,58,150044,0.35,0.15,0.0,128,6
4415,heavy_dissipation_004,heavy_dissipation,4,59,150044,0.35,0.15,0.0,128,6
4416,heavy_dissipation_004,heavy_dissipation,4,60,150044,0.35,0.15,0.0,128,6
4417,heavy_dissipation_004,heavy_dissipation,4,61,150044,0.35,0.15,0.0,128,6
